# started on Sun Feb  3 22:11:14 2019

     0.100139860,97154466,,branches,99383331,100.00,977.667,M/sec
     0.100139860,453765777,,instructions,99391490,100.00,,
     0.100139860,99.373804,,task-clock,99373752,100.00,0.994,CPUs utilized
     0.100139860,10,,context-switches,99375396,100.00,0.101,K/sec
     0.100139860,5971,,page-faults,99376937,100.00,0.060,M/sec
     0.100139860,0,,cpu-migrations,99378375,100.00,0.000,K/sec
     0.200326375,120228128,,branches,99730697,100.00,1205.764,M/sec
     0.200326375,586776452,,instructions,99732248,100.00,,
     0.200326375,100.048462,,task-clock,99711104,100.00,1.000,CPUs utilized
     0.200326375,8,,context-switches,99711775,100.00,0.080,K/sec
     0.200326375,3322,,page-faults,99712462,100.00,0.033,M/sec
     0.200326375,0,,cpu-migrations,99713131,100.00,0.000,K/sec
     0.300484662,123622539,,branches,99822195,100.00,1238.651,M/sec
     0.300484662,595569266,,instructions,99823497,100.00,,
     0.300484662,99.990365,,task-clock,99804142,100.00,1.000,CPUs utilized
     0.300484662,4,,context-switches,99804712,100.00,0.040,K/sec
     0.300484662,3595,,page-faults,99805282,100.00,0.036,M/sec
     0.300484662,0,,cpu-migrations,99805808,100.00,0.000,K/sec
     0.400633037,131333160,,branches,99924198,100.00,1314.593,M/sec
     0.400633037,622260092,,instructions,99925150,100.00,,
     0.400633037,100.203509,,task-clock,99904015,100.00,1.002,CPUs utilized
     0.400633037,19,,context-switches,99904379,100.00,0.190,K/sec
     0.400633037,5014,,page-faults,99904748,100.00,0.050,M/sec
     0.400633037,0,,cpu-migrations,99905207,100.00,0.000,K/sec
     0.500797246,113076119,,branches,100025027,100.00,1130.664,M/sec
     0.500797246,515508958,,instructions,100025837,100.00,,
     0.500797246,100.426768,,task-clock,100008547,100.00,1.004,CPUs utilized
     0.500797246,25,,context-switches,100008942,100.00,0.250,K/sec
     0.500797246,5440,,page-faults,100009311,100.00,0.054,M/sec
     0.500797246,0,,cpu-migrations,100009649,100.00,0.000,K/sec
     0.600947479,104140125,,branches,100096598,100.00,1040.563,M/sec
     0.600947479,508323286,,instructions,100097263,100.00,,
     0.600947479,100.440713,,task-clock,100080590,100.00,1.004,CPUs utilized
     0.600947479,9,,context-switches,100080849,100.00,0.090,K/sec
     0.600947479,6820,,page-faults,100081096,100.00,0.068,M/sec
     0.600947479,0,,cpu-migrations,100081353,100.00,0.000,K/sec
     0.701093092,126510474,,branches,100070813,100.00,1264.393,M/sec
     0.701093092,611953012,,instructions,100071345,100.00,,
     0.701093092,99.910459,,task-clock,100056293,100.00,0.999,CPUs utilized
     0.701093092,6,,context-switches,100056499,100.00,0.060,K/sec
     0.701093092,6706,,page-faults,100056738,100.00,0.067,M/sec
     0.701093092,0,,cpu-migrations,100056942,100.00,0.000,K/sec
     0.801255533,140268672,,branches,100077587,100.00,1401.781,M/sec
     0.801255533,655838162,,instructions,100078028,100.00,,
     0.801255533,100.122748,,task-clock,100064583,100.00,1.001,CPUs utilized
     0.801255533,3,,context-switches,100064772,100.00,0.030,K/sec
     0.801255533,6169,,page-faults,100064952,100.00,0.062,M/sec
     0.801255533,0,,cpu-migrations,100065142,100.00,0.000,K/sec
     0.901448521,74935817,,branches,100546206,100.00,745.520,M/sec
     0.901448521,356528734,,instructions,100547002,100.00,,
     0.901448521,104.117028,,task-clock,100514806,100.00,1.041,CPUs utilized
     0.901448521,55,,context-switches,100515327,100.00,0.547,K/sec
     0.901448521,9606,,page-faults,100515756,100.00,0.096,M/sec
     0.901448521,0,,cpu-migrations,100516164,100.00,0.000,K/sec
     1.001617304,100312557,,branches,100067613,100.00,1002.859,M/sec
     1.001617304,492181954,,instructions,100067991,100.00,,
     1.001617304,95.631856,,task-clock,100026566,100.00,0.956,CPUs utilized
     1.001617304,98,,context-switches,100026765,100.00,0.980,K/sec
     1.001617304,3721,,page-faults,100026929,100.00,0.037,M/sec
     1.001617304,0,,cpu-migrations,100027080,100.00,0.000,K/sec
     1.101776148,2913056,,branches,91817697,100.00,31.750,M/sec
     1.101776148,20788040,,instructions,91817697,100.00,,
     1.101776148,8.995621,,task-clock,91751030,100.00,0.090,CPUs utilized
     1.101776148,100,,context-switches,91751030,100.00,0.001,M/sec
     1.101776148,123,,page-faults,91751030,100.00,0.001,M/sec
     1.101776148,14,,cpu-migrations,91751030,100.00,0.153,K/sec
     1.201917678,746932,,branches,84488015,100.00,8.848,M/sec
     1.201917678,3621717,,instructions,84488015,100.00,,
     1.201917678,3.716369,,task-clock,84414808,100.00,0.037,CPUs utilized
     1.201917678,91,,context-switches,84414808,100.00,0.001,M/sec
     1.201917678,4,,page-faults,84414808,100.00,0.047,K/sec
     1.201917678,9,,cpu-migrations,84414808,100.00,0.107,K/sec
     1.302135249,701941,,branches,78511806,100.00,8.951,M/sec
     1.302135249,3473576,,instructions,78511806,100.00,,
     1.302135249,6.508174,,task-clock,78421990,100.00,0.065,CPUs utilized
     1.302135249,87,,context-switches,78421990,100.00,0.001,M/sec
     1.302135249,3,,page-faults,78421990,100.00,0.038,K/sec
     1.302135249,10,,cpu-migrations,78421990,100.00,0.128,K/sec
     1.402367038,883064,,branches,73777727,100.00,11.987,M/sec
     1.402367038,5891443,,instructions,73777727,100.00,,
     1.402367038,11.866411,,task-clock,73668020,100.00,0.119,CPUs utilized
     1.402367038,86,,context-switches,73668020,100.00,0.001,M/sec
     1.402367038,129,,page-faults,73668020,100.00,0.002,M/sec
     1.402367038,1,,cpu-migrations,73668020,100.00,0.014,K/sec
     1.502567162,757038,,branches,69460900,100.00,10.918,M/sec
     1.502567162,3835075,,instructions,69460900,100.00,,
     1.502567162,8.699438,,task-clock,69336781,100.00,0.087,CPUs utilized
     1.502567162,95,,context-switches,69336781,100.00,0.001,M/sec
     1.502567162,2,,page-faults,69336781,100.00,0.029,K/sec
     1.502567162,3,,cpu-migrations,69336781,100.00,0.043,K/sec
     1.602710142,8401861,,branches,66233689,100.00,127.107,M/sec
     1.602710142,44064056,,instructions,66233689,100.00,,
     1.602710142,17.559670,,task-clock,66100712,100.00,0.176,CPUs utilized
     1.602710142,121,,context-switches,66100712,100.00,0.002,M/sec
     1.602710142,3045,,page-faults,66100712,100.00,0.046,M/sec
     1.602710142,6,,cpu-migrations,66100712,100.00,0.091,K/sec
     1.702825914,4536331,,branches,62929775,100.00,72.243,M/sec
     1.702825914,22851434,,instructions,62930035,100.00,,
     1.702825914,9.867018,,task-clock,62792844,100.00,0.099,CPUs utilized
     1.702825914,114,,context-switches,62792973,100.00,0.002,M/sec
     1.702825914,1632,,page-faults,62793081,100.00,0.026,M/sec
     1.702825914,2,,cpu-migrations,62793180,100.00,0.032,K/sec
     1.802987824,3974766,,branches,60042151,100.00,66.359,M/sec
     1.802987824,21806371,,instructions,60042151,100.00,,
     1.802987824,10.689897,,task-clock,59898239,100.00,0.107,CPUs utilized
     1.802987824,111,,context-switches,59898239,100.00,0.002,M/sec
     1.802987824,776,,page-faults,59898239,100.00,0.013,M/sec
     1.802987824,8,,cpu-migrations,59898239,100.00,0.134,K/sec
     1.903098385,7683528,,branches,57774951,100.00,133.335,M/sec
     1.903098385,40547465,,instructions,57774951,100.00,,
     1.903098385,16.721594,,task-clock,57625784,100.00,0.167,CPUs utilized
     1.903098385,126,,context-switches,57625784,100.00,0.002,M/sec
     1.903098385,2395,,page-faults,57625784,100.00,0.042,M/sec
     1.903098385,10,,cpu-migrations,57625784,100.00,0.174,K/sec
     2.003235478,7635739,,branches,55657090,100.00,137.568,M/sec
     2.003235478,40124520,,instructions,55657090,100.00,,
     2.003235478,15.210104,,task-clock,55505000,100.00,0.152,CPUs utilized
     2.003235478,113,,context-switches,55505000,100.00,0.002,M/sec
     2.003235478,2387,,page-faults,55505000,100.00,0.043,M/sec
     2.003235478,2,,cpu-migrations,55505000,100.00,0.036,K/sec
     2.103380196,804812,,branches,53264544,100.00,15.154,M/sec
     2.103380196,4076337,,instructions,53264544,100.00,,
     2.103380196,5.170482,,task-clock,53108118,100.00,0.052,CPUs utilized
     2.103380196,99,,context-switches,53108118,100.00,0.002,M/sec
     2.103380196,1,,page-faults,53108118,100.00,0.019,K/sec
     2.103380196,5,,cpu-migrations,53108118,100.00,0.094,K/sec
     2.203547234,7728399,,branches,51613426,100.00,150.204,M/sec
     2.203547234,40676906,,instructions,51613426,100.00,,
     2.203547234,16.686482,,task-clock,51452589,100.00,0.167,CPUs utilized
     2.203547234,127,,context-switches,51452589,100.00,0.002,M/sec
     2.203547234,2374,,page-faults,51452589,100.00,0.046,M/sec
     2.203547234,8,,cpu-migrations,51452589,100.00,0.155,K/sec
     2.303694042,7640098,,branches,50019278,100.00,153.246,M/sec
     2.303694042,40118368,,instructions,50019278,100.00,,
     2.303694042,14.713661,,task-clock,49855244,100.00,0.147,CPUs utilized
     2.303694042,122,,context-switches,49855244,100.00,0.002,M/sec
     2.303694042,2363,,page-faults,49855244,100.00,0.047,M/sec
     2.303694042,2,,cpu-migrations,49855244,100.00,0.040,K/sec
     2.403848753,768147,,branches,48125463,100.00,16.017,M/sec
     2.403848753,3886746,,instructions,48125463,100.00,,
     2.403848753,4.315479,,task-clock,47957754,100.00,0.043,CPUs utilized
     2.403848753,98,,context-switches,47957754,100.00,0.002,M/sec
     2.403848753,0,,page-faults,47957754,100.00,0.000,K/sec
     2.403848753,6,,cpu-migrations,47957754,100.00,0.125,K/sec
     2.504030864,7718924,,branches,46871004,100.00,165.294,M/sec
     2.504030864,40649053,,instructions,46871004,100.00,,
     2.504030864,16.466354,,task-clock,46698098,100.00,0.165,CPUs utilized
     2.504030864,132,,context-switches,46698098,100.00,0.003,M/sec
     2.504030864,2365,,page-faults,46698098,100.00,0.051,M/sec
     2.504030864,6,,cpu-migrations,46698098,100.00,0.128,K/sec
     2.604184771,7633247,,branches,45696562,100.00,167.696,M/sec
     2.604184771,40166154,,instructions,45696562,100.00,,
     2.604184771,16.022845,,task-clock,45518281,100.00,0.160,CPUs utilized
     2.604184771,117,,context-switches,45518281,100.00,0.003,M/sec
     2.604184771,2380,,page-faults,45518281,100.00,0.052,M/sec
     2.604184771,4,,cpu-migrations,45518281,100.00,0.088,K/sec
     2.704293698,7630892,,branches,44562696,100.00,171.939,M/sec
     2.704293698,38494852,,instructions,44562696,100.00,,
     2.704293698,14.823098,,task-clock,44381422,100.00,0.148,CPUs utilized
     2.704293698,128,,context-switches,44381422,100.00,0.003,M/sec
     2.704293698,2360,,page-faults,44381422,100.00,0.053,M/sec
     2.704293698,6,,cpu-migrations,44381422,100.00,0.135,K/sec
     2.804402626,839451,,branches,43153407,100.00,19.535,M/sec
     2.804402626,5935670,,instructions,43153407,100.00,,
     2.804402626,4.910938,,task-clock,42971762,100.00,0.049,CPUs utilized
     2.804402626,100,,context-switches,42971762,100.00,0.002,M/sec
     2.804402626,12,,page-faults,42971762,100.00,0.279,K/sec
     2.804402626,9,,cpu-migrations,42971762,100.00,0.209,K/sec
     2.904546835,8055264,,branches,42279329,100.00,191.367,M/sec
     2.904546835,42158600,,instructions,42279329,100.00,,
     2.904546835,17.498371,,task-clock,42093369,100.00,0.175,CPUs utilized
     2.904546835,271,,context-switches,42093369,100.00,0.006,M/sec
     2.904546835,2484,,page-faults,42093369,100.00,0.059,M/sec
     2.904546835,11,,cpu-migrations,42093369,100.00,0.261,K/sec
     3.004723395,7603345,,branches,41368497,100.00,184.626,M/sec
     3.004723395,40021510,,instructions,41368497,100.00,,
     3.004723395,14.763312,,task-clock,41182367,100.00,0.148,CPUs utilized
     3.004723395,121,,context-switches,41182367,100.00,0.003,M/sec
     3.004723395,2403,,page-faults,41182367,100.00,0.058,M/sec
     3.004723395,5,,cpu-migrations,41182367,100.00,0.121,K/sec
     3.104857436,819806,,branches,40201874,100.00,20.488,M/sec
     3.104857436,4082616,,instructions,40201874,100.00,,
     3.104857436,4.981840,,task-clock,40014608,100.00,0.050,CPUs utilized
     3.104857436,98,,context-switches,40014608,100.00,0.002,M/sec
     3.104857436,0,,page-faults,40014608,100.00,0.000,K/sec
     3.104857436,3,,cpu-migrations,40014608,100.00,0.075,K/sec
     3.205018389,7685461,,branches,39464698,100.00,195.687,M/sec
     3.205018389,40500825,,instructions,39464698,100.00,,
     3.205018389,16.323950,,task-clock,39274275,100.00,0.163,CPUs utilized
     3.205018389,124,,context-switches,39274275,100.00,0.003,M/sec
     3.205018389,2375,,page-faults,39274275,100.00,0.060,M/sec
     3.205018389,7,,cpu-migrations,39274275,100.00,0.178,K/sec
     3.305197931,7647345,,branches,38748616,100.00,198.330,M/sec
